Time period,Time identifier,Geographic level,Country name,Country code,Region name,Region code,LA name,LA code (old),LA code (new),School phase,School Name,School LA Estab ID,URN,Total Revenue Balance (£),B01 Committed revenue balance (£),B02 Uncommitted revenue balance (£),B06 Community focussed extended school revenue balance (£),Total revenue balance as a % of total income
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Etherley Lane Primary School,8402401,114097,56396.91,56289.83,0,107.08,3.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Ramshaw Primary School,8402409,114099,31382.06,31382.06,0,0,6.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Forest of Teesdale Primary School,8402410,114100,78308.05,78308.05,0,0,36.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Aycliffe Village Primary School,8402411,114101,34620.75,30620.75,0,4000,4.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Butterknowle Primary School,8402413,114102,84552.79,87546.15,0,-2993.36,20.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Escomb Primary School,8402417,114103,90811.53,90811.53,0,0,8.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Helen Auckland Community Primary School,8402419,114104,-42096.97,0,-42096.97,0,-3.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Thornhill Primary School,8402423,114106,129606.5,123126.3,0,6480.17,10.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Toft Hill Primary School,8402426,114107,87751.11,58041.26,0,29709.85,9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Woodland Primary School,8402428,114108,100663.4,100663.4,0,0,27.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Middleton-in-Teesdale Nursery and Primary School,8402430,114109,66632.75,66559.81,0,72.94,8.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Cockton Hill Junior School,8402433,114110,233958.4,233958.4,0,0,20.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Cockton Hill Infant School,8402434,114111,230153.8,228653.8,0,1500,22.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Timothy Hackworth Primary School,8402438,114113,192844,190670,0,2174,8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Cockfield Primary School,8402440,114114,62996.05,0,-62698.38,125694.4,8.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Montalbo Nursery & Primary School,8402442,114115,32330.89,32330.89,0,0,3.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,New Brancepeth Primary School,8402453,114119,-20485.93,0,-20485.93,0,-3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Langley Moor Primary School,8402455,114120,90696.21,90646.21,0,50,9.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Witton Gilbert Primary School,8402462,114122,21976.07,18877.07,0,3099,2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Pittington Primary School,8402470,114125,45837.36,42558.21,0,3279.15,4.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Ludworth Primary School,8402472,114126,98644.88,93232.31,0,5412.57,15.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Sherburn Primary School,8402473,114127,158437.7,158437.7,0,0,16.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,West Rainton Primary School,8402475,114128,137625,137141.5,0,483.5,15.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Bearpark Primary School,8402477,114129,73648.34,73648.34,0,0,9.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Neville's Cross Primary School,8402481,114130,109782.4,108549.8,0,1232.6,7.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Durham Newton Hall Infants' School,8402488,114134,22509.59,22509.59,0,0,2.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Esh Winning Primary School,8402497,114138,47374.5,0,-20775.41,68149.91,3.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Belmont Cheveley Park Primary School,8402498,114139,69314.55,65812.91,0,3501.64,5.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Laurel Avenue Community Primary School,8402499,114140,86085.9,82315.9,0,3770,11.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Hesleden Primary School,8402509,114143,73915.44,60838.04,0,13077.4,11.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Deaf Hill Primary School,8402516,114144,62985.38,65668.38,0,-2683,6.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Thornley Primary School,8402523,114146,103063,103063,0,0,9.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Wheatley Hill Community Primary School,8402526,114147,54397.62,17843.77,0,36553.85,3.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Wingate Junior School,8402528,114148,429318.7,429318.7,0,0,43.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Wingate Primary School,8402531,114149,-360630.4,0,-360630.4,0,-31.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Cotsford Primary School,8402532,114150,52066.73,52066.73,0,0,6.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Cotsford Infant School,8402534,114151,71506.07,71468.52,0,37.55,12.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Shotton Primary School,8402536,114152,231716.3,214227.2,0,17489.03,12.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Acre Rigg Infant School,8402540,114154,80622.93,80622.93,0,0,5.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Sedgefield Primary School,8402563,114159,43400.84,42134.49,0,1266.35,4.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Sedgefield Hardwick Primary School,8402593,114161,144005.4,139171.9,0,4833.5,12
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Copeland Road Primary School,8402704,114187,76439.82,72748.86,0,3690.96,9.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Andrew's Primary School,8402705,114188,25523.93,25110.36,0,413.57,3.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Byerley Park Primary School,8402706,114189,133334.6,133334.6,0,0,13.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Horndale Infants' School,8402708,114190,1247.4,1247.4,0,0,0.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Langley Park Primary School,8402729,114193,53157.87,51440.44,0,1717.43,4.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Yohden Primary School,8402733,114197,121015.3,121015.3,0,0,12.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Howletch Lane Primary School,8402734,114198,103853.2,57190.19,0,46663,4.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Blackhall Primary School,8402737,114201,66612.94,66612.94,0,0,4.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Vane Road Primary School,8402742,114206,182042.8,182042.8,0,0,9.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Sugar Hill Primary School,8402743,114207,143755.4,143755.4,0,0,7.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Roseberry Primary and Nursery School,8402744,114208,171527,173157,0,-1630,14.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Bullion Lane Primary School,8402745,114209,175870.9,175870.9,0,0,9.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Easington Colliery Primary School,8402746,114210,259294.6,241100.9,0,18193.69,8.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Durham Gilesgate Primary School,8402747,114211,89379.72,89379.72,0,0,7.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Finchale Primary School,8402748,130312,148737.2,148737.2,0,0,15.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Benfieldside Primary School,8402749,114045,152280.5,152280.5,0,0,10.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,King Street Primary School,8402750,130946,196679.6,202100.7,0,-5421.14,16
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Framwellgate Moor Primary School,8402751,130940,201697.5,201681.7,0,15.84,12.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Newker Primary School,8402943,131233,200026.3,200026.3,0,0,10.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Chester-Le-Street CofE (Controlled) Primary School,8403031,114213,139547.8,139547.8,0,0,8.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Ebchester CofE Primary School,8403063,114214,54549.71,50304.71,0,4245,10.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Stephen's Church of England Primary School,8403085,114216,-11454.39,0,-9794.39,-1660,-1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Stanhope Barrington CofE Primary School,8403087,114217,-15269.92,0,-21455.31,6185.39,-2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Green Lane Church of England Controlled Primary School,8403121,114219,3558.39,3220.49,0,337.9,0.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Anne's CofE Primary School,8403123,114220,-57744.52,0,-57124.52,-620,-5.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Evenwood CofE Primary School,8403130,114221,63746.65,63746.65,0,0,9.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Gainford CofE Primary School,8403131,114222,45075.28,45075.28,0,0,8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Ingleton CofE Primary School,8403134,114225,18697.37,0,-59283.74,77981.11,4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Staindrop CofE (Controlled) Primary School,8403141,114226,89663.44,77443.26,0,12220.18,9.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Belmont CofE (Controlled) Primary School,8403161,114227,150854.5,111561.1,0,39293.34,10.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Oswald's Church of England Aided Primary and Nursery School,8403165,114228,198527.1,198547.1,0,-20,24.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Shincliffe CofE (Controlled) Primary School,8403167,114229,58683.27,58683.27,0,0,6.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Margaret's Church of England Primary School,8403168,114230,170420.3,170420.3,0,0,8.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Easington CofE Primary School,8403182,114231,25691.72,28015.72,0,-2324,4.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Hutton Henry CofE (Controlled) Primary School,8403183,114232,71624.97,71624.97,0,0,15.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Lanchester Endowed Parochial Primary School,8403213,131168,40882.57,40882.57,0,0,2.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Cuthbert's Roman Catholic Voluntary Aided Primary School New Seaham,8403300,114235,76926.88,76926.88,0,0,7.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Mary Magdalen's Roman Catholic Voluntary Aided Primary School Seaham,8403301,114236,151868.1,151868.1,0,0,11.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Bowes Hutchinson's CofE (Aided) School,8403303,114237,55597.82,51720.75,0,3877.07,14.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Cuthbert's Roman Catholic Voluntary Aided Primary School,8403343,114242,38797.78,38671.28,0,126.5,4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Bede's Roman Catholic Voluntary Aided Primary School Sacriston,8403344,114243,56254.35,55880.85,0,373.5,9.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Benet's Roman Catholic Voluntary Aided Primary School,8403346,114244,22738.75,22738.75,0,0,2.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Joseph's Roman Catholic Voluntary Aided Primary School Stanley,8403381,114245,199074.3,197874.3,0,1200,18.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Patrick's Roman Catholic Voluntary Aided Primary School Dipton,8403382,114246,166451,166451,0,0,18.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Mary's Roman Catholic Voluntary Aided Primary School South Moor,8403384,114247,133483.5,133483.5,0,0,15.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Mary's Roman Catholic Voluntary Aided Primary School Blackhill,8403401,114248,68514.8,68514.8,0,0,6.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Pius X Roman Catholic Voluntary Aided Primary School,8403403,114249,99192.39,106758.4,0,-7566,13.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Patrick's Roman Catholic Voluntary Aided Primary School Consett,8403404,114250,123768.5,123768.5,0,0,6.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Esh CofE (Aided) Primary School,8403406,114251,-4073.31,0,-4073.31,0,-0.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Michael's Roman Catholic Voluntary Aided Primary School Esh Laude,8403407,114252,103268.2,60923.85,0,42344.36,11.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Our Lady and St Joseph's Roman Catholic Voluntary Aided Primary School Brooms,8403409,114253,98407.27,98407.27,0,0,14.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Bishop Ian Ramsey CofE Primary School,8403411,114254,51775.43,51775.43,0,0,5.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,All Saints' Catholic Voluntary Aided Primary School,8403413,114255,148358.8,148358.8,0,0,17.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Cuthberts Roman Catholic Voluntary Aided Primary School,8403421,114256,84412.75,84382,0,30.75,7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Our Lady and St Thomas Roman Catholic Voluntary Aided Primary,8403425,114257,-9272.25,0,-9272.25,0,-1.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St. Michael's C of E Primary School,8403441,114258,373679,373679,0,0,36.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St William's Roman Catholic Voluntary Aided Primary School,8403442,114259,70268.97,70268.97,0,0,10
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Charles' Roman Catholic Voluntary Aided Primary School,8403444,114260,93519.66,93519.66,0,0,9.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Mary's Roman Catholic Voluntary Aided Primary School Barnard Castle,8403461,114261,37936.83,37889.33,0,47.5,6.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Wilfrid's Roman Catholic Voluntary Aided Primary School,8403462,114262,121901.2,116306.9,0,5594.25,9.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Chad's Roman Catholic Voluntary Aided Primary School,8403465,114263,47433.01,47433.01,0,0,9.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Joseph's Roman Catholic Voluntary Aided Primary School Coundon,8403469,114264,27761.11,27761.11,0,0,4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Mary's Roman Catholic Voluntary Aided Primary School Newton Aycliffe,8403470,114265,183419.8,183419.8,0,0,17.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St. Francis CE (Aided) Junior School,8403472,114267,191348.5,191348.5,0,0,24
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Patrick's Roman Catholic Voluntary Aided Primary School,8403481,114268,50674.6,49571.4,0,1103.2,9.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Our Lady Queen of Martyrs Roman Catholic Voluntary Aided Primary School Newhouse,8403483,114269,18648.34,18648.34,0,0,3.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Hild's College Church of England Aided Primary School Durham,8403485,114270,170401,170401,0,0,15.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Godric's Roman Catholic Voluntary Aided Primary School Durham,8403486,114271,96346.35,96346.35,0,0,9.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Joseph's Roman Catholic Voluntary Aided Primary School Ushaw Moor,8403488,114272,78297.16,78297.16,0,0,13
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Joseph's Roman Catholic Voluntary Aided Primary School Durham,8403489,114273,17971.04,17971.04,0,0,2.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Blue Coat CofE (Aided) Junior School,8403491,114274,218588.9,218983.9,0,-395,18.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Thomas More Roman Catholic Voluntary Aided Primary,8403492,114275,-1908.84,0,-1908.84,0,-0.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Joseph's Catholic Primary School Murton,8403501,114276,117560.6,117560.6,0,0,15.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Godric's Roman Catholic Voluntary Aided Primary School Thornley,8403502,114277,66331.08,66331.08,0,0,9.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Our Lady of Lourdes Roman Catholic Voluntary Aided Primary,8403504,114278,31951.49,31951.49,0,0,3.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Mary's Roman Catholic Voluntary Aided Primary School Wingate,8403505,114279,18018.29,17338.29,0,680,4.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St Joseph's Roman Catholic Voluntary Aided Primary School Blackhall,8403506,114280,-34051.07,0,-34051.07,0,-5.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Our Lady Star of the Sea Roman Catholic Voluntary Aided Primary,8403507,114281,189180.8,189180.8,0,0,26.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Our Lady of the Rosary Roman Catholic Voluntary Aided Primary,8403510,114282,29210.88,29210.88,0,0,1.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Blessed John Duckett Roman Catholic Voluntary Aided Primary,8403511,114283,107409.4,107409.4,0,0,20.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,St John's Church of England Aided Primary School Shildon,8403513,114285,111317.2,111317.2,0,0,8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Prince Bishops Community Primary School,8403516,134855,81795.92,81795.92,0,0,5.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Woodham Burn Community Primary School,8403518,109302,-24818.68,0,-25008.68,190,-1.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Silver Tree Primary School and Nursery,8403519,123350,42856,42856,0,0,4.2
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Seaview Primary School,8403520,129823,196936.9,196909.9,0,27,10.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Tanfield Lea Community Primary School,8403522,131545,337004.2,336506.2,0,498,20.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Woodhouse Community Primary School,8403523,131919,92740.95,92740.95,0,0,6.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Seaham Trinity Primary School,8403524,134657,249670.6,249670.6,0,0,11.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Brandon Primary School,8403525,135207,97948.14,87813.14,0,10135,5.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Primary,Shotton Hall Primary School,8403527,135838,213331.1,213137.6,0,193.5,11.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Seaham High School,8404019,114286,206525.5,206525.5,0,0,3.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Tanfield School Specialist College of Science and Engineering,8404099,114293,-512528.5,0,-512528.5,0,-12.7
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Wolsingham School,8404139,114297,-1559160,0,-1600999,41839.66,-41.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Ferryhill Business Enterprise College,8404150,114299,282279.8,282279.8,0,0,74.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Whitworth Park School and Sixth Form College,8404154,114300,494062.7,493995.4,0,67.32,24.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Bishop Barrington School A Sports with Mathematics College,8404162,114301,-52141.63,0,-52141.63,0,-1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Greenfield Community College A Specialist Arts and Science School,8404176,114305,255967.2,253760.7,0,2206.52,4.1
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Belmont Community School,8404185,114308,271567,276561.9,0,-4994.93,5.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Durham Sixth Form Centre,8404191,114310,960792.3,988919.3,0,-28126.96,16.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Durham Community Business College for Technology and Enterprise,8404192,114311,-112452.5,0,-99624.97,-12827.51,-2.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Durham Johnston Comprehensive School,8404200,114312,265270.3,261077.3,0,4193,2.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Dene Community School,8404214,114313,132861.5,133559.2,0,-697.7,2.9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Wellfield School,8404218,114315,-3365433,0,-3307165,-58268.59,-74.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,Sedgefield Community College,8404231,114317,344763.6,338663.3,0,6100.33,5.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Secondary,St Bede's Catholic Comprehensive School and Byron College,8404693,114327,-480760.8,0,-480760.8,0,-13.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,The Meadows School,8407000,131905,475499.7,475499.7,0,0,24.8
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Elemore Hall School,8407006,114337,218281.3,218281.3,0,0,8.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Croft Community School,8407013,114340,-325287.1,0,-325553.2,266.11,-14.3
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Walworth School,8407014,114341,209057,210765.1,0,-1708.07,9
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Villa Real School,8407028,114345,436504.1,411222.7,0,25281.39,16.6
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Windlestone School,8407030,114347,358481.5,358481.5,0,0,11.4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Durham Trinity School & Sports College,8407032,114349,154928.2,154928.2,0,0,4
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,The Oaks Secondary School,8407033,134662,467157.6,427249.3,0,39908.35,10.5
201819,Financial year,School,England,E92000001,North East,E12000001,Durham,840,E06000047,Special,Evergreen Primary School,8407034,134663,290822.4,290822.4,0,0,8
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Nursery,Borough Road Nursery School,8411030,113982,36478.03,0,36478.03,0,10.2
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Nursery,George Dent Nursery School,8411031,113983,-24548.91,0,-24548.91,0,-4.6
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Pupil referral unit,Rise Carr College,8411100,131629,-85595.17,0,-85595.17,0,-7.2
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Primary,Red Hall Primary School,8412669,114183,233910,0,233910,0,17.3
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Primary,St Teresa's RC Primary School,8413309,114241,178974.2,0,178974.2,0,11.4
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Primary,Whinfield Primary School,8413515,134719,211314.2,0,211314.2,0,8.1
201819,Financial year,School,England,E92000001,North East,E12000001,Darlington,841,E06000005,Primary,Harrowgate Hill Primary School,8413517,135088,392822.5,0,389822.5,3000,14.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Pupil referral unit,Northumberland Pupil Referral Unit,9291100,132130,64240,27279,36961,0,6.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Acomb First School,9292002,122170,-1109,0,-1109,0,-0.3
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Allendale Primary School,9292009,122171,-8423,0,-8423,0,-1.4
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Swansfield Park Primary School,9292015,122172,3395,0,3395,0,0.2
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Amble Links First School,9292018,122173,101246,10907,90339,0,11.5
201819,Financial year,School,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Primary,Amble First School,9292019,122174,65343,0,65343,0,8.5
